,image_Height,image_Width,image_Format,image_mode,image_Animated,image_Frames,image_id,class,Xmin,Xmax,Ymin,Ymax,width,height
1716,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,1486,1561,1361,1438,75,77
1717,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,1629,1704,1585,1660,75,75
1718,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,1751,1826,1816,1892,75,76
1719,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,1825,1901,1998,2070,76,72
1720,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,2027,2106,2128,2206,79,78
1721,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,2143,2226,2026,2105,83,79
1722,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,2017,2094,1684,1757,77,73
1723,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,2167,2240,1625,1711,73,86
1724,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,2058,2134,1756,1830,76,74
1725,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,2091,2168,1835,1915,77,80
1726,2560,2560,JPEG,RGB,False,1,074737f4-7f59-4729-be5d-67f6f1d34668.jpg,Airplane,1876,1968,2388,2472,92,84
1727,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,67,151,146,224,84,78
1728,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,509,618,413,526,109,113
1729,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,630,708,502,575,78,73
1730,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,732,787,526,597,55,71
1731,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,788,835,550,596,47,46
1732,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,826,878,594,648,52,54
1733,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,837,871,650,689,34,39
1734,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,787,839,657,714,52,57
1735,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,901,954,624,683,53,59
1736,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,962,1015,667,726,53,59
1737,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,932,984,727,783,52,56
1738,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1031,1077,704,754,46,50
1739,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1072,1115,717,751,43,34
1740,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1014,1055,752,800,41,48
1741,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1081,1133,738,788,52,50
1742,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1067,1104,786,824,37,38
1743,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1229,1277,832,881,48,49
1744,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1215,1249,884,927,34,43
1745,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1271,1319,851,902,48,51
1746,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1315,1365,878,934,50,56
1747,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1279,1325,949,999,46,50
1748,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1620,1694,1107,1176,74,69
1749,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1774,1849,822,885,75,63
1750,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1853,1934,677,740,81,63
1751,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Truncated_airplane,1,30,76,139,29,63
1752,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Truncated_airplane,2493,2561,713,826,68,113
1753,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,2422,2535,838,944,113,106
1754,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,2335,2444,988,1094,109,106
1755,2560,2560,JPEG,RGB,False,1,b6e9f8fc-3fbd-411a-a1e5-b853e8fbe2ac.jpg,Airplane,1876,2022,1270,1400,146,130
1756,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1249,1324,125,202,75,77
1757,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Truncated_airplane,1853,1897,0,31,44,31
1758,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1868,1943,406,495,75,89
1759,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1681,1766,405,503,85,98
1760,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1375,1452,412,499,77,87
1761,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1284,1366,399,493,82,94
1762,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1094,1185,402,500,91,98
1763,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,983,1061,402,495,78,93
1764,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,893,972,403,500,79,97
1765,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,798,875,403,498,77,95
1766,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1788,1870,673,756,82,83
1767,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1592,1673,704,795,81,91
1768,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1273,1358,662,752,85,90
1769,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1188,1269,668,760,81,92
1770,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,989,1068,670,753,79,83
1771,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,888,969,669,762,81,93
1772,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,791,882,663,751,91,88
1773,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2493,2539,1436,1503,46,67
1774,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2335,2418,1423,1529,83,106
1775,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2248,2329,1424,1529,81,105
1776,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2113,2190,1426,1519,77,93
1777,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2016,2096,1430,1523,80,93
1778,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1918,2000,1427,1525,82,98
1779,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1804,1884,1413,1523,80,110
1780,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1705,1790,1419,1523,85,104
1781,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1614,1694,1407,1528,80,121
1782,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1330,1411,1416,1510,81,94
1783,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1189,1273,1415,1517,84,102
1784,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,935,1020,1086,1168,85,82
1785,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1098,1182,1414,1516,84,102
1786,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,983,1064,1412,1515,81,103
1787,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,891,974,1418,1517,83,99
1788,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,789,882,1410,1518,93,108
1789,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,698,783,1405,1511,85,106
1790,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,600,690,1415,1519,90,104
1791,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,489,568,1413,1510,79,97
1792,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,399,481,1414,1508,82,94
1793,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2493,2546,1787,1864,53,77
1794,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2417,2480,1782,1853,63,71
1795,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2343,2406,1784,1857,63,73
1796,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2251,2331,1771,1855,80,84
1797,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2111,2192,1770,1854,81,84
1798,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,2015,2097,1774,1861,82,87
1799,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1897,1994,1769,1887,97,118
1800,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1778,1876,1746,1857,98,111
1801,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1606,1748,1732,1880,142,148
1802,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1666,1757,1930,2015,91,85
1803,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1305,1395,1722,1844,90,122
1804,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1126,1264,1728,1866,138,138
1805,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,1000,1081,1765,1858,81,93
1806,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,905,985,1760,1859,80,99
1807,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,804,887,1767,1861,83,94
1808,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,677,759,1759,1842,82,83
1809,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,578,662,1756,1850,84,94
1810,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,484,574,1764,1858,90,94
1811,2560,2560,JPEG,RGB,False,1,d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,399,478,1766,1848,79,82
1812,2560,2560,JPEG,RGB,False,1,791377f0-a01c-4fc3-b6e9-151b6cb80fdf.jpg,Airplane,1773,1872,779,886,99,107
1813,2560,2560,JPEG,RGB,False,1,791377f0-a01c-4fc3-b6e9-151b6cb80fdf.jpg,Airplane,1619,1651,155,196,32,41
1814,2560,2560,JPEG,RGB,False,1,791377f0-a01c-4fc3-b6e9-151b6cb80fdf.jpg,Airplane,1457,1593,234,366,136,132
1815,2560,2560,JPEG,RGB,False,1,791377f0-a01c-4fc3-b6e9-151b6cb80fdf.jpg,Airplane,1319,1453,368,508,134,140
1816,2560,2560,JPEG,RGB,False,1,791377f0-a01c-4fc3-b6e9-151b6cb80fdf.jpg,Airplane,1182,1316,280,418,134,138
1817,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,2118,2188,2115,2186,70,71
1818,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,2033,2112,2197,2272,79,75
1819,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1937,2005,2170,2242,68,72
1820,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1868,1941,2089,2159,73,70
1821,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,2142,2217,1940,2015,75,75
1822,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,2098,2169,1843,1918,71,75
1823,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,2057,2131,1765,1838,74,73
1824,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,2019,2094,1696,1757,75,61
1825,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1975,2046,1614,1687,71,73
1826,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1750,1823,1822,1895,73,73
1827,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1928,2005,1540,1610,77,70
1828,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1026,1128,279,381,102,102
1829,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1274,1345,1394,1473,71,79
1830,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1129,1206,1545,1622,77,77
1831,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,1256,1333,1651,1731,77,80
1832,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,657,735,1906,1977,78,71
1833,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,761,845,1803,1882,84,79
1834,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,562,640,1152,1244,78,92
1835,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,745,815,1090,1163,70,73
1836,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,601,666,940,1023,65,83
1837,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,573,637,696,782,64,86
1838,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,453,521,719,793,68,74
1839,2560,2560,JPEG,RGB,False,1,135fdc4c-6656-4176-9873-9f00c6918293.jpg,Airplane,616,687,103,204,71,101
1840,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,607,718,1752,1867,111,115
1841,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,906,1022,2024,2140,116,116
1842,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1105,1151,1568,1640,46,72
1843,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1169,1218,1546,1614,49,68
1844,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1243,1287,1521,1588,44,67
1845,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1503,1565,1404,1474,62,70
1846,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1633,1697,1341,1418,64,77
1847,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,2322,2381,1163,1237,59,74
1848,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1953,2016,1305,1359,63,54
1849,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1767,1834,1522,1574,67,52
1850,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1199,1260,1982,2040,61,58
1851,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1013,1093,1820,1875,80,55
1852,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1329,1405,1928,1987,76,59
1853,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1883,1947,1707,1763,64,56
1854,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,2034,2102,1510,1566,68,56
1855,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,2003,2072,1437,1493,69,56
1856,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,1978,2038,1377,1427,60,50
1857,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,2170,2230,1162,1219,60,57
1858,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,2249,2313,1381,1430,64,49
1859,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,2277,2340,1450,1503,63,53
1860,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,2309,2368,1526,1570,59,44
1861,2560,2560,JPEG,RGB,False,1,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,Airplane,2339,2398,1593,1644,59,51
1862,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Truncated_airplane,0,43,1348,1478,43,130
1863,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,76,192,1130,1255,116,125
1864,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,214,336,1182,1333,122,151
1865,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,350,473,1253,1403,123,150
1866,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,50,171,1425,1574,121,149
1867,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,187,312,1487,1631,125,144
1868,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,343,458,1585,1706,115,121
1869,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Truncated_airplane,154,306,2457,2558,152,101
1870,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,569,653,2490,2557,84,67
1871,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,628,710,2367,2438,82,71
1872,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,877,1004,2453,2558,127,105
1873,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1384,1468,2453,2533,84,80
1874,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2108,2185,2418,2533,77,115
1875,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2407,2477,2191,2285,70,94
1876,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1712,1810,2123,2246,98,123
1877,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1924,1977,2254,2319,53,65
1878,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2001,2054,2272,2339,53,67
1879,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2069,2138,2218,2293,69,75
1880,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2105,2193,2141,2212,88,71
1881,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2071,2165,2049,2126,94,77
1882,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2013,2084,1996,2081,71,85
1883,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1925,1996,1947,2023,71,76
1884,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1835,1907,1896,1973,72,77
1885,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1944,2018,1706,1795,74,89
1886,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2023,2090,1675,1751,67,76
1887,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2187,2262,1726,1808,75,82
1888,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2279,2352,1759,1840,73,81
1889,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2489,2556,1708,1789,67,81
1890,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2362,2441,1588,1662,79,74
1891,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2362,2440,1489,1563,78,74
1892,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1989,2057,1383,1434,68,51
1893,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2036,2110,1283,1366,74,83
1894,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2206,2277,1232,1321,71,89
1895,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1664,1748,1366,1443,84,77
1896,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1682,1771,1280,1349,89,69
1897,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1719,1798,1188,1256,79,68
1898,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1887,1958,1117,1206,71,89
1899,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,2008,2077,975,1030,69,55
1900,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1769,1855,1003,1080,86,77
1901,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1681,1748,949,1033,67,84
1902,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1542,1667,890,1027,125,137
1903,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1452,1521,1169,1261,69,92
1904,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1348,1423,1155,1245,75,90
1905,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,1012,1081,1231,1319,69,88
1906,2560,2560,JPEG,RGB,False,1,696b9320-7dbe-4c28-bd07-7a73e7a28e64.jpg,Airplane,846,912,1385,1461,66,76
